Federal Information Processing Standards (FIPS) Code,State,Area name,Population 2010
29005,MO,Atchison County,"5,685"
29007,MO,Audrain County,"25,529"
29009,MO,Barry County,"35,597"
29011,MO,Barton County,"12,402"
29013,MO,Bates County,"17,049"
29015,MO,Benton County,"19,056"
29017,MO,Bollinger County,"12,363"
29019,MO,Boone County,"162,642"
29021,MO,Buchanan County,"89,201"
29023,MO,Butler County,"42,794"
29025,MO,Caldwell County,"9,424"
29027,MO,Callaway County,"44,332"
29029,MO,Camden County,"44,002"
29031,MO,Cape Girardeau County,"75,674"
29033,MO,Carroll County,"9,295"
29035,MO,Carter County,"6,265"
29037,MO,Cass County,"99,478"
29039,MO,Cedar County,"13,982"
29041,MO,Chariton County,"7,831"
29043,MO,Christian County,"77,422"
29045,MO,Clark County,"7,139"
29047,MO,Clay County,"221,939"
29049,MO,Clinton County,"20,743"
29051,MO,Cole County,"75,990"
29053,MO,Cooper County,"17,601"
29055,MO,Crawford County,"24,696"
29057,MO,Dade County,"7,883"
29059,MO,Dallas County,"16,777"
29061,MO,Daviess County,"8,433"
29063,MO,DeKalb County,"12,892"
29065,MO,Dent County,"15,657"
29067,MO,Douglas County,"13,684"
29069,MO,Dunklin County,"31,953"
29071,MO,Franklin County,"101,492"
29073,MO,Gasconade County,"15,222"
29075,MO,Gentry County,"6,738"
29077,MO,Greene County,"275,174"
29079,MO,Grundy County,"10,261"
29081,MO,Harrison County,"8,957"
29083,MO,Henry County,"22,272"
29085,MO,Hickory County,"9,627"
29087,MO,Holt County,"4,912"
29089,MO,Howard County,"10,144"
29091,MO,Howell County,"40,400"
29093,MO,Iron County,"10,630"
29095,MO,Jackson County,"674,158"
29097,MO,Jasper County,"117,404"
29099,MO,Jefferson County,"218,733"
29101,MO,Johnson County,"52,595"
29103,MO,Knox County,"4,131"
29105,MO,Laclede County,"35,571"
29107,MO,Lafayette County,"33,381"
29109,MO,Lawrence County,"38,634"
29111,MO,Lewis County,"10,211"
29113,MO,Lincoln County,"52,566"
29115,MO,Linn County,"12,761"
29117,MO,Livingston County,"15,195"
29119,MO,McDonald County,"23,083"
29121,MO,Macon County,"15,566"
29123,MO,Madison County,"12,226"
29125,MO,Maries County,"9,176"
29127,MO,Marion County,"28,781"
29129,MO,Mercer County,"3,785"
29131,MO,Miller County,"24,748"
29133,MO,Mississippi County,"14,358"
29135,MO,Moniteau County,"15,607"
29137,MO,Monroe County,"8,840"
29139,MO,Montgomery County,"12,236"
29141,MO,Morgan County,"20,565"
29143,MO,New Madrid County,"18,956"
29145,MO,Newton County,"58,114"
29147,MO,Nodaway County,"23,370"
29149,MO,Oregon County,"10,881"
29151,MO,Osage County,"13,878"
29153,MO,Ozark County,"9,723"
29155,MO,Pemiscot County,"18,296"
29157,MO,Perry County,"18,971"
29159,MO,Pettis County,"42,201"
29161,MO,Phelps County,"45,156"
29163,MO,Pike County,"18,516"
29165,MO,Platte County,"89,322"
29167,MO,Polk County,"31,137"
29169,MO,Pulaski County,"52,274"
29171,MO,Putnam County,"4,979"
29173,MO,Ralls County,"10,167"
29175,MO,Randolph County,"25,414"
29177,MO,Ray County,"23,494"
29179,MO,Reynolds County,"6,696"
29181,MO,Ripley County,"14,100"
29183,MO,St. Charles County,"360,485"
29185,MO,St. Clair County,"9,805"
29186,MO,Ste. Genevieve County,"18,145"
29187,MO,St. Francois County,"65,359"
29189,MO,St. Louis County,"998,954"
29195,MO,Saline County,"23,370"
29197,MO,Schuyler County,"4,431"
29199,MO,Scotland County,"4,843"
29201,MO,Scott County,"39,191"
29203,MO,Shannon County,"8,441"
29205,MO,Shelby County,"6,373"
29207,MO,Stoddard County,"29,968"
29209,MO,Stone County,"32,202"
29211,MO,Sullivan County,"6,714"
29213,MO,Taney County,"51,675"
29215,MO,Texas County,"26,008"
29217,MO,Vernon County,"21,159"
29219,MO,Warren County,"32,513"
29221,MO,Washington County,"25,195"
29223,MO,Wayne County,"13,521"
29225,MO,Webster County,"36,202"
29227,MO,Worth County,"2,171"
29229,MO,Wright County,"18,815"
29510,MO,St. Louis city,"319,294"
30000,MT,Montana,"989,415"
30001,MT,Beaverhead County,"9,246"
30003,MT,Big Horn County,"12,865"
30005,MT,Blaine County,"6,491"
30007,MT,Broadwater County,"5,612"
30009,MT,Carbon County,"10,078"
30011,MT,Carter County,"1,160"
30013,MT,Cascade County,"81,327"
30015,MT,Chouteau County,"5,813"
30017,MT,Custer County,"11,699"
30019,MT,Daniels County,"1,751"
30021,MT,Dawson County,"8,966"
30023,MT,Deer Lodge County,"9,298"
30025,MT,Fallon County,"2,890"
30027,MT,Fergus County,"11,586"
30029,MT,Flathead County,"90,928"
30031,MT,Gallatin County,"89,513"
30033,MT,Garfield County,"1,206"
30035,MT,Glacier County,"13,399"
30037,MT,Golden Valley County,884
30039,MT,Granite County,"3,079"
30041,MT,Hill County,"16,096"
30043,MT,Jefferson County,"11,406"
30045,MT,Judith Basin County,"2,072"
30047,MT,Lake County,"28,746"
30049,MT,Lewis and Clark County,"63,395"
30051,MT,Liberty County,"2,339"
30053,MT,Lincoln County,"19,687"
30055,MT,McCone County,"1,734"
30057,MT,Madison County,"7,691"
30059,MT,Meagher County,"1,891"
30061,MT,Mineral County,"4,223"
30063,MT,Missoula County,"109,299"
30065,MT,Musselshell County,"4,538"
30067,MT,Park County,"15,636"
30069,MT,Petroleum County,494
30071,MT,Phillips County,"4,253"
30073,MT,Pondera County,"6,153"
30075,MT,Powder River County,"1,743"
30077,MT,Powell County,"7,027"
30079,MT,Prairie County,"1,179"
30081,MT,Ravalli County,"40,212"
30083,MT,Richland County,"9,746"
30085,MT,Roosevelt County,"10,425"
30087,MT,Rosebud County,"9,233"
30089,MT,Sanders County,"11,413"
30091,MT,Sheridan County,"3,384"
30093,MT,Silver Bow County,"34,200"
30095,MT,Stillwater County,"9,117"
30097,MT,Sweet Grass County,"3,651"
30099,MT,Teton County,"6,073"
30101,MT,Toole County,"5,324"
30103,MT,Treasure County,718
30105,MT,Valley County,"7,369"
30107,MT,Wheatland County,"2,168"
30109,MT,Wibaux County,"1,017"
30111,MT,Yellowstone County,"147,972"
31000,NE,Nebraska,"1,826,341"
31001,NE,Adams County,"31,364"
31003,NE,Antelope County,"6,685"
31005,NE,Arthur County,460
31007,NE,Banner County,690
31009,NE,Blaine County,478
31011,NE,Boone County,"5,505"
31013,NE,Box Butte County,"11,308"
31015,NE,Boyd County,"2,099"
31017,NE,Brown County,"3,145"
31019,NE,Buffalo County,"46,102"
31021,NE,Burt County,"6,858"
31023,NE,Butler County,"8,395"
31025,NE,Cass County,"25,241"
31027,NE,Cedar County,"8,852"
31029,NE,Chase County,"3,966"
31031,NE,Cherry County,"5,713"
31033,NE,Cheyenne County,"9,998"
31035,NE,Clay County,"6,542"
31037,NE,Colfax County,"10,515"
31039,NE,Cuming County,"9,139"
31041,NE,Custer County,"10,939"
31043,NE,Dakota County,"21,006"
31045,NE,Dawes County,"9,182"
31047,NE,Dawson County,"24,326"
31049,NE,Deuel County,"1,941"
31051,NE,Dixon County,"6,000"
31053,NE,Dodge County,"36,691"
31055,NE,Douglas County,"517,110"
31057,NE,Dundy County,"2,008"
31059,NE,Fillmore County,"5,890"
31061,NE,Franklin County,"3,225"
31063,NE,Frontier County,"2,756"
31065,NE,Furnas County,"4,959"
31067,NE,Gage County,"22,311"
31069,NE,Garden County,"2,057"
31071,NE,Garfield County,"2,049"
31073,NE,Gosper County,"2,044"
31075,NE,Grant County,614
31077,NE,Greeley County,"2,538"
31079,NE,Hall County,"58,607"
31081,NE,Hamilton County,"9,124"
31083,NE,Harlan County,"3,423"
31085,NE,Hayes County,967
31087,NE,Hitchcock County,"2,908"
31089,NE,Holt County,"10,435"
31091,NE,Hooker County,736
31093,NE,Howard County,"6,274"
31095,NE,Jefferson County,"7,547"
31097,NE,Johnson County,"5,217"
31099,NE,Kearney County,"6,489"
31101,NE,Keith County,"8,368"
31103,NE,Keya Paha County,824
31105,NE,Kimball County,"3,821"
31107,NE,Knox County,"8,701"
31109,NE,Lancaster County,"285,407"
31111,NE,Lincoln County,"36,288"
31113,NE,Logan County,763
31115,NE,Loup County,632
31117,NE,McPherson County,539
31119,NE,Madison County,"34,876"
31121,NE,Merrick County,"7,845"
31123,NE,Morrill County,"5,042"
31125,NE,Nance County,"3,735"
31127,NE,Nemaha County,"7,248"
31129,NE,Nuckolls County,"4,500"
31131,NE,Otoe County,"15,740"
31133,NE,Pawnee County,"2,773"
31135,NE,Perkins County,"2,970"
31137,NE,Phelps County,"9,188"
31139,NE,Pierce County,"7,266"
31141,NE,Platte County,"32,237"
31143,NE,Polk County,"5,406"
31145,NE,Red Willow County,"11,055"
31147,NE,Richardson County,"8,363"
31149,NE,Rock County,"1,526"
31151,NE,Saline County,"14,200"
31153,NE,Sarpy County,"158,840"
31155,NE,Saunders County,"20,780"
31157,NE,Scotts Bluff County,"36,970"
31159,NE,Seward County,"16,750"
31161,NE,Sheridan County,"5,469"
31163,NE,Sherman County,"3,152"
31165,NE,Sioux County,"1,311"
31167,NE,Stanton County,"6,129"
31169,NE,Thayer County,"5,228"
31171,NE,Thomas County,647
31173,NE,Thurston County,"6,940"
31175,NE,Valley County,"4,260"
31177,NE,Washington County,"20,234"
31179,NE,Wayne County,"9,595"
31181,NE,Webster County,"3,812"
31183,NE,Wheeler County,818
31185,NE,York County,"13,665"
32000,NV,Nevada,"2,700,551"
32001,NV,Churchill County,"24,877"
32003,NV,Clark County,"1,951,269"
32005,NV,Douglas County,"46,997"
32007,NV,Elko County,"48,818"
32009,NV,Esmeralda County,783
32011,NV,Eureka County,"1,987"
32013,NV,Humboldt County,"16,528"
32015,NV,Lander County,"5,775"
32017,NV,Lincoln County,"5,345"
32019,NV,Lyon County,"51,980"
32021,NV,Mineral County,"4,772"
32023,NV,Nye County,"43,946"
32027,NV,Pershing County,"6,753"
32029,NV,Storey County,"4,010"
32031,NV,Washoe County,"421,407"
32033,NV,White Pine County,"10,030"
32510,NV,Carson City,"55,274"
33000,NH,New Hampshire,"1,316,470"
33001,NH,Belknap County,"60,088"
33003,NH,Carroll County,"47,818"
33005,NH,Cheshire County,"77,117"
33007,NH,Coos County,"33,055"
33009,NH,Grafton County,"89,118"
33011,NH,Hillsborough County,"400,721"
33013,NH,Merrimack County,"146,445"
33015,NH,Rockingham County,"295,223"
33017,NH,Strafford County,"123,143"
33019,NH,Sullivan County,"43,742"
34000,NJ,New Jersey,"8,791,894"
34001,NJ,Atlantic County,"274,549"
34003,NJ,Bergen County,"905,116"
34005,NJ,Burlington County,"448,734"
34007,NJ,Camden County,"513,657"
34009,NJ,Cape May County,"97,265"
34011,NJ,Cumberland County,"156,898"
34013,NJ,Essex County,"783,969"
34015,NJ,Gloucester County,"288,288"
34017,NJ,Hudson County,"634,266"
34019,NJ,Hunterdon County,"128,349"
34021,NJ,Mercer County,"366,513"
34023,NJ,Middlesex County,"809,858"
34025,NJ,Monmouth County,"630,380"
34027,NJ,Morris County,"492,276"
34029,NJ,Ocean County,"576,567"
34031,NJ,Passaic County,"501,226"
34033,NJ,Salem County,"66,083"
34035,NJ,Somerset County,"323,444"
34037,NJ,Sussex County,"149,265"
34039,NJ,Union County,"536,499"
34041,NJ,Warren County,"108,692"
35000,NM,New Mexico,"2,059,179"
35001,NM,Bernalillo County,"662,564"
35003,NM,Catron County,"3,725"
35005,NM,Chaves County,"65,645"
35006,NM,Cibola County,"27,213"
35007,NM,Colfax County,"13,750"
35009,NM,Curry County,"48,376"
35011,NM,De Baca County,"2,022"
35013,NM,Do?a Ana County,"209,233"
35015,NM,Eddy County,"53,829"
35017,NM,Grant County,"29,514"
35019,NM,Guadalupe County,"4,687"
35021,NM,Harding County,695
35023,NM,Hidalgo County,"4,894"
35025,NM,Lea County,"64,727"
35027,NM,Lincoln County,"20,497"
35028,NM,Los Alamos County,"17,950"
35029,NM,Luna County,"25,095"
35031,NM,McKinley County,"71,492"
35033,NM,Mora County,"4,881"
35035,NM,Otero County,"63,797"
35037,NM,Quay County,"9,041"
35039,NM,Rio Arriba County,"40,246"
35041,NM,Roosevelt County,"19,846"
35043,NM,Sandoval County,"131,561"
35045,NM,San Juan County,"130,044"
35047,NM,San Miguel County,"29,393"
35049,NM,Santa Fe County,"144,170"
35051,NM,Sierra County,"11,988"
35053,NM,Socorro County,"17,866"
35055,NM,Taos County,"32,937"
35057,NM,Torrance County,"16,383"
35059,NM,Union County,"4,549"
35061,NM,Valencia County,"76,569"
36000,NY,New York,"19,378,102"
36001,NY,Albany County,"304,204"
36003,NY,Allegany County,"48,946"
36005,NY,Bronx County,"1,385,108"
36007,NY,Broome County,"200,600"
36009,NY,Cattaraugus County,"80,317"
36011,NY,Cayuga County,"80,026"
36013,NY,Chautauqua County,"134,905"
36015,NY,Chemung County,"88,830"
36017,NY,Chenango County,"50,477"
36019,NY,Clinton County,"82,128"
36021,NY,Columbia County,"63,096"
36023,NY,Cortland County,"49,336"
36025,NY,Delaware County,"47,980"
36027,NY,Dutchess County,"297,488"
36029,NY,Erie County,"919,040"
36031,NY,Essex County,"39,370"
36033,NY,Franklin County,"51,599"
36035,NY,Fulton County,"55,531"
36037,NY,Genesee County,"60,079"
36039,NY,Greene County,"49,221"
36041,NY,Hamilton County,"4,836"
36043,NY,Herkimer County,"64,519"
36045,NY,Jefferson County,"116,229"
36047,NY,Kings County,"2,504,700"
36049,NY,Lewis County,"27,087"
36051,NY,Livingston County,"65,393"
36053,NY,Madison County,"73,442"
36055,NY,Monroe County,"744,344"
36057,NY,Montgomery County,"50,219"
36059,NY,Nassau County,"1,339,532"
36061,NY,New York County,"1,585,873"
36063,NY,Niagara County,"216,469"
36065,NY,Oneida County,"234,878"
36067,NY,Onondaga County,"467,026"
36069,NY,Ontario County,"107,931"
36071,NY,Orange County,"372,813"
36073,NY,Orleans County,"42,883"
36075,NY,Oswego County,"122,109"
36077,NY,Otsego County,"62,259"
36079,NY,Putnam County,"99,710"
36081,NY,Queens County,"2,230,722"
36083,NY,Rensselaer County,"159,429"
36085,NY,Richmond County,"468,730"
36087,NY,Rockland County,"311,687"
36089,NY,St. Lawrence County,"111,944"
36091,NY,Saratoga County,"219,607"
36093,NY,Schenectady County,"154,727"
36095,NY,Schoharie County,"32,749"
36097,NY,Schuyler County,"18,343"
36099,NY,Seneca County,"35,251"
36101,NY,Steuben County,"98,990"
36103,NY,Suffolk County,"1,493,350"
36105,NY,Sullivan County,"77,547"
36107,NY,Tioga County,"51,125"
36109,NY,Tompkins County,"101,564"
36111,NY,Ulster County,"182,493"
36113,NY,Warren County,"65,707"
36115,NY,Washington County,"63,216"
36117,NY,Wayne County,"93,772"
36119,NY,Westchester County,"949,113"
36121,NY,Wyoming County,"42,155"
36123,NY,Yates County,"25,348"
37000,NC,North Carolina,"9,535,483"
37001,NC,Alamance County,"151,131"
37003,NC,Alexander County,"37,198"
37005,NC,Alleghany County,"11,155"
37007,NC,Anson County,"26,948"
37009,NC,Ashe County,"27,281"
37011,NC,Avery County,"17,797"
37013,NC,Beaufort County,"47,759"
37015,NC,Bertie County,"21,282"
37017,NC,Bladen County,"35,190"
37019,NC,Brunswick County,"107,431"
37021,NC,Buncombe County,"238,318"
37023,NC,Burke County,"90,912"
37025,NC,Cabarrus County,"178,011"
37027,NC,Caldwell County,"83,029"
37029,NC,Camden County,"9,980"
37031,NC,Carteret County,"66,469"
37033,NC,Caswell County,"23,719"
37035,NC,Catawba County,"154,358"
37037,NC,Chatham County,"63,505"
37039,NC,Cherokee County,"27,444"
37041,NC,Chowan County,"14,793"
37043,NC,Clay County,"10,587"
37045,NC,Cleveland County,"98,078"
37047,NC,Columbus County,"58,098"
37049,NC,Craven County,"103,505"
37051,NC,Cumberland County,"319,431"
37053,NC,Currituck County,"23,547"
37055,NC,Dare County,"33,920"
37057,NC,Davidson County,"162,878"
37059,NC,Davie County,"41,240"
37061,NC,Duplin County,"58,505"
37063,NC,Durham County,"267,587"
37065,NC,Edgecombe County,"56,552"
37067,NC,Forsyth County,"350,670"
37069,NC,Franklin County,"60,619"
37071,NC,Gaston County,"206,086"
37073,NC,Gates County,"12,197"
37075,NC,Graham County,"8,861"
37077,NC,Granville County,"59,916"
37079,NC,Greene County,"21,362"
37081,NC,Guilford County,"488,406"
37083,NC,Halifax County,"54,691"
37085,NC,Harnett County,"114,678"
37087,NC,Haywood County,"59,036"
37089,NC,Henderson County,"106,740"
37091,NC,Hertford County,"24,669"
37093,NC,Hoke County,"46,952"
37095,NC,Hyde County,"5,810"
37097,NC,Iredell County,"159,437"
37099,NC,Jackson County,"40,271"
37101,NC,Johnston County,"168,878"
37103,NC,Jones County,"10,153"
37105,NC,Lee County,"57,866"
37107,NC,Lenoir County,"59,495"
37109,NC,Lincoln County,"78,265"
37111,NC,McDowell County,"44,996"
37113,NC,Macon County,"33,922"
37115,NC,Madison County,"20,764"
37117,NC,Martin County,"24,505"
37119,NC,Mecklenburg County,"919,628"
37121,NC,Mitchell County,"15,579"
37123,NC,Montgomery County,"27,798"
37125,NC,Moore County,"88,247"
37127,NC,Nash County,"95,840"
37129,NC,New Hanover County,"202,667"
37131,NC,Northampton County,"22,099"
37133,NC,Onslow County,"177,772"
37135,NC,Orange County,"133,801"
37137,NC,Pamlico County,"13,144"
37139,NC,Pasquotank County,"40,661"
37141,NC,Pender County,"52,217"
37143,NC,Perquimans County,"13,453"
37145,NC,Person County,"39,464"
37147,NC,Pitt County,"168,148"
37149,NC,Polk County,"20,510"
37151,NC,Randolph County,"141,752"
37153,NC,Richmond County,"46,639"
37155,NC,Robeson County,"134,168"
37157,NC,Rockingham County,"93,643"
37159,NC,Rowan County,"138,428"
37161,NC,Rutherford County,"67,810"
37163,NC,Sampson County,"63,431"
37165,NC,Scotland County,"36,157"
37167,NC,Stanly County,"60,585"
37169,NC,Stokes County,"47,401"
37171,NC,Surry County,"73,673"
37173,NC,Swain County,"13,981"
37175,NC,Transylvania County,"33,090"
37177,NC,Tyrrell County,"4,407"
37179,NC,Union County,"201,292"
37181,NC,Vance County,"45,422"
37183,NC,Wake County,"900,993"
37185,NC,Warren County,"20,972"
37187,NC,Washington County,"13,228"
37189,NC,Watauga County,"51,079"
37191,NC,Wayne County,"122,623"
37193,NC,Wilkes County,"69,340"
37195,NC,Wilson County,"81,234"
37197,NC,Yadkin County,"38,406"
37199,NC,Yancey County,"17,818"
38000,ND,North Dakota,"672,591"
38001,ND,Adams County,"2,343"
38003,ND,Barnes County,"11,066"
38005,ND,Benson County,"6,660"
38007,ND,Billings County,783
38009,ND,Bottineau County,"6,429"
38011,ND,Bowman County,"3,151"
38013,ND,Burke County,"1,968"
38015,ND,Burleigh County,"81,308"
38017,ND,Cass County,"149,778"
38019,ND,Cavalier County,"3,993"
38021,ND,Dickey County,"5,289"
38023,ND,Divide County,"2,071"
38025,ND,Dunn County,"3,536"
38027,ND,Eddy County,"2,385"
38029,ND,Emmons County,"3,550"
38031,ND,Foster County,"3,343"
38033,ND,Golden Valley County,"1,680"
38035,ND,Grand Forks County,"66,861"
38037,ND,Grant County,"2,394"
38039,ND,Griggs County,"2,420"
38041,ND,Hettinger County,"2,477"
38043,ND,Kidder County,"2,435"
38045,ND,LaMoure County,"4,139"
38047,ND,Logan County,"1,990"
38049,ND,McHenry County,"5,395"
38051,ND,McIntosh County,"2,809"
38053,ND,McKenzie County,"6,360"
38055,ND,McLean County,"8,962"
38057,ND,Mercer County,"8,424"
38059,ND,Morton County,"27,471"
38061,ND,Mountrail County,"7,673"
38063,ND,Nelson County,"3,126"
38065,ND,Oliver County,"1,846"
38067,ND,Pembina County,"7,413"
38069,ND,Pierce County,"4,357"
38071,ND,Ramsey County,"11,451"
38073,ND,Ransom County,"5,457"
38075,ND,Renville County,"2,470"
38077,ND,Richland County,"16,321"
38079,ND,Rolette County,"13,937"
38081,ND,Sargent County,"3,829"
38083,ND,Sheridan County,"1,321"
38085,ND,Sioux County,"4,153"
38087,ND,Slope County,727
38089,ND,Stark County,"24,199"
38091,ND,Steele County,"1,975"
38093,ND,Stutsman County,"21,100"
38095,ND,Towner County,"2,246"
38097,ND,Traill County,"8,121"
38099,ND,Walsh County,"11,119"
38101,ND,Ward County,"61,675"
38103,ND,Wells County,"4,207"
38105,ND,Williams County,"22,398"
39000,OH,Ohio,"11,536,504"
39001,OH,Adams County,"28,550"
39003,OH,Allen County,"106,331"
39005,OH,Ashland County,"53,139"
39007,OH,Ashtabula County,"101,497"
39009,OH,Athens County,"64,757"
39011,OH,Auglaize County,"45,949"
39013,OH,Belmont County,"70,400"
39015,OH,Brown County,"44,846"
39017,OH,Butler County,"368,130"
39019,OH,Carroll County,"28,836"
39021,OH,Champaign County,"40,097"
39023,OH,Clark County,"138,333"
39025,OH,Clermont County,"197,363"
39027,OH,Clinton County,"42,040"
39029,OH,Columbiana County,"107,841"
39031,OH,Coshocton County,"36,901"
39033,OH,Crawford County,"43,784"
39035,OH,Cuyahoga County,"1,280,122"
39037,OH,Darke County,"52,959"
39039,OH,Defiance County,"39,037"
39041,OH,Delaware County,"174,214"
39043,OH,Erie County,"77,079"
39045,OH,Fairfield County,"146,156"
39047,OH,Fayette County,"29,030"
39049,OH,Franklin County,"1,163,414"
39051,OH,Fulton County,"42,698"
39053,OH,Gallia County,"30,934"
39055,OH,Geauga County,"93,389"
39057,OH,Greene County,"161,573"
39059,OH,Guernsey County,"40,087"
39061,OH,Hamilton County,"802,374"
39063,OH,Hancock County,"74,782"
39065,OH,Hardin County,"32,058"
39067,OH,Harrison County,"15,864"
39069,OH,Henry County,"28,215"
39071,OH,Highland County,"43,589"
39073,OH,Hocking County,"29,380"
39075,OH,Holmes County,"42,366"
39077,OH,Huron County,"59,626"
39079,OH,Jackson County,"33,225"
39081,OH,Jefferson County,"69,709"
39083,OH,Knox County,"60,921"
39085,OH,Lake County,"230,041"
39087,OH,Lawrence County,"62,450"
39089,OH,Licking County,"166,492"
39091,OH,Logan County,"45,858"
39093,OH,Lorain County,"301,356"
39095,OH,Lucas County,"441,815"
39097,OH,Madison County,"43,435"
39099,OH,Mahoning County,"238,823"
39101,OH,Marion County,"66,501"
39103,OH,Medina County,"172,332"
39105,OH,Meigs County,"23,770"
39107,OH,Mercer County,"40,814"
39109,OH,Miami County,"102,506"
39111,OH,Monroe County,"14,642"
39113,OH,Montgomery County,"535,153"
39115,OH,Morgan County,"15,054"
39117,OH,Morrow County,"34,827"
39119,OH,Muskingum County,"86,074"
39121,OH,Noble County,"14,645"
39123,OH,Ottawa County,"41,428"
39125,OH,Paulding County,"19,614"
39127,OH,Perry County,"36,058"
39129,OH,Pickaway County,"55,698"
39131,OH,Pike County,"28,709"
39133,OH,Portage County,"161,419"
39135,OH,Preble County,"42,270"
39137,OH,Putnam County,"34,499"
39139,OH,Richland County,"124,475"
39141,OH,Ross County,"78,064"
39143,OH,Sandusky County,"60,944"
39145,OH,Scioto County,"79,499"
39147,OH,Seneca County,"56,745"
39149,OH,Shelby County,"49,423"
39151,OH,Stark County,"375,586"
39153,OH,Summit County,"541,781"
39155,OH,Trumbull County,"210,312"
39157,OH,Tuscarawas County,"92,582"
39159,OH,Union County,"52,300"
39161,OH,Van Wert County,"28,744"
39163,OH,Vinton County,"13,435"
39165,OH,Warren County,"212,693"
39167,OH,Washington County,"61,778"
39169,OH,Wayne County,"114,520"
39171,OH,Williams County,"37,642"
39173,OH,Wood County,"125,488"
39175,OH,Wyandot County,"22,615"
40000,OK,Oklahoma,"3,751,351"
40001,OK,Adair County,"22,683"
40003,OK,Alfalfa County,"5,642"
40005,OK,Atoka County,"14,182"
40007,OK,Beaver County,"5,636"
40009,OK,Beckham County,"22,119"
40011,OK,Blaine County,"11,943"
40013,OK,Bryan County,"42,416"
40015,OK,Caddo County,"29,600"
40017,OK,Canadian County,"115,541"
40019,OK,Carter County,"47,557"
40021,OK,Cherokee County,"46,987"
40023,OK,Choctaw County,"15,205"
40025,OK,Cimarron County,"2,475"
40027,OK,Cleveland County,"255,755"
40029,OK,Coal County,"5,925"
40031,OK,Comanche County,"124,098"
40033,OK,Cotton County,"6,193"
40035,OK,Craig County,"15,029"
40037,OK,Creek County,"69,967"
40039,OK,Custer County,"27,469"
40041,OK,Delaware County,"41,487"
40043,OK,Dewey County,"4,810"
40045,OK,Ellis County,"4,151"
40047,OK,Garfield County,"60,580"
40049,OK,Garvin County,"27,576"
40051,OK,Grady County,"52,431"
40053,OK,Grant County,"4,527"
40055,OK,Greer County,"6,239"
40057,OK,Harmon County,"2,922"
40059,OK,Harper County,"3,685"
40061,OK,Haskell County,"12,769"
40063,OK,Hughes County,"14,003"
40065,OK,Jackson County,"26,446"
40067,OK,Jefferson County,"6,472"
40069,OK,Johnston County,"10,957"
40071,OK,Kay County,"46,562"
40073,OK,Kingfisher County,"15,034"
40075,OK,Kiowa County,"9,446"
40077,OK,Latimer County,"11,154"
40079,OK,Le Flore County,"50,384"
40081,OK,Lincoln County,"34,273"
40083,OK,Logan County,"41,848"
40085,OK,Love County,"9,423"
40087,OK,McClain County,"34,506"
40089,OK,McCurtain County,"33,151"
40091,OK,McIntosh County,"20,252"
40093,OK,Major County,"7,527"
40095,OK,Marshall County,"15,840"
40097,OK,Mayes County,"41,259"
40099,OK,Murray County,"13,488"
40101,OK,Muskogee County,"70,990"
40103,OK,Noble County,"11,561"
40105,OK,Nowata County,"10,536"
40107,OK,Okfuskee County,"12,191"
40109,OK,Oklahoma County,"718,633"
40111,OK,Okmulgee County,"40,069"
40113,OK,Osage County,"47,472"
40115,OK,Ottawa County,"31,848"
40117,OK,Pawnee County,"16,577"
40119,OK,Payne County,"77,350"
40121,OK,Pittsburg County,"45,837"
40123,OK,Pontotoc County,"37,492"
40125,OK,Pottawatomie County,"69,442"
40127,OK,Pushmataha County,"11,572"
40129,OK,Roger Mills County,"3,647"
40131,OK,Rogers County,"86,905"
40133,OK,Seminole County,"25,482"
40135,OK,Sequoyah County,"42,391"
40137,OK,Stephens County,"45,048"
40139,OK,Texas County,"20,640"
40141,OK,Tillman County,"7,992"
40143,OK,Tulsa County,"603,403"
40145,OK,Wagoner County,"73,085"
40147,OK,Washington County,"50,976"
40149,OK,Washita County,"11,629"
40151,OK,Woods County,"8,878"
40153,OK,Woodward County,"20,081"
41000,OR,Oregon,"3,831,074"
41001,OR,Baker County,"16,134"
41003,OR,Benton County,"85,579"
41005,OR,Clackamas County,"375,992"
41007,OR,Clatsop County,"37,039"
41009,OR,Columbia County,"49,351"
41011,OR,Coos County,"63,043"
41013,OR,Crook County,"20,978"
41015,OR,Curry County,"22,364"
41017,OR,Deschutes County,"157,733"
41019,OR,Douglas County,"107,667"
41021,OR,Gilliam County,"1,871"
41023,OR,Grant County,"7,445"
41025,OR,Harney County,"7,422"
41027,OR,Hood River County,"22,346"
41029,OR,Jackson County,"203,206"
41031,OR,Jefferson County,"21,720"
41033,OR,Josephine County,"82,713"
41035,OR,Klamath County,"66,380"
41037,OR,Lake County,"7,895"
41039,OR,Lane County,"351,715"
41041,OR,Lincoln County,"46,034"
41043,OR,Linn County,"116,672"
41045,OR,Malheur County,"31,313"
41047,OR,Marion County,"315,335"
41049,OR,Morrow County,"11,173"
41051,OR,Multnomah County,"735,334"
41053,OR,Polk County,"75,403"
41055,OR,Sherman County,"1,765"
41057,OR,Tillamook County,"25,250"
41059,OR,Umatilla County,"75,889"
41061,OR,Union County,"25,748"
41063,OR,Wallowa County,"7,008"
41065,OR,Wasco County,"25,213"
41067,OR,Washington County,"529,710"
41069,OR,Wheeler County,"1,441"
41071,OR,Yamhill County,"99,193"
42000,PA,Pennsylvania,"12,702,379"
42001,PA,Adams County,"101,407"
42003,PA,Allegheny County,"1,223,348"
42005,PA,Armstrong County,"68,941"
