FIPS_code,State,Area_name,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013
30003,MT,"Big Horn County, MT","5,700","4,908",792,13.9
30005,MT,"Blaine County, MT","2,473","2,323",150,6.1
30007,MT,"Broadwater County, MT","2,509","2,351",158,6.3
30009,MT,"Carbon County, MT","5,401","5,162",239,4.4
30011,MT,"Carter County, MT",673,652,21,3.1
30013,MT,"Cascade County, MT","38,421","36,478","1,943",5.1
30015,MT,"Chouteau County, MT","2,588","2,494",94,3.6
30017,MT,"Custer County, MT","6,639","6,419",220,3.3
30019,MT,"Daniels County, MT",934,904,30,3.2
30021,MT,"Dawson County, MT","4,812","4,662",150,3.1
30023,MT,"Deer Lodge County, MT","5,213","4,959",254,4.9
30025,MT,"Fallon County, MT","2,041","2,001",40,2
30027,MT,"Fergus County, MT","5,876","5,591",285,4.9
30029,MT,"Flathead County, MT","43,860","40,529","3,331",7.6
30031,MT,"Gallatin County, MT","54,837","52,604","2,233",4.1
30033,MT,"Garfield County, MT",762,738,24,3.1
30035,MT,"Glacier County, MT","6,342","5,709",633,10
30037,MT,"Golden Valley County, MT",397,377,20,5
30039,MT,"Granite County, MT","1,502","1,389",113,7.5
30041,MT,"Hill County, MT","7,944","7,427",517,6.5
30043,MT,"Jefferson County, MT","5,613","5,341",272,4.8
30045,MT,"Judith Basin County, MT",978,931,47,4.8
30047,MT,"Lake County, MT","12,378","11,583",795,6.4
30049,MT,"Lewis and Clark County, MT","35,098","33,587","1,511",4.3
30051,MT,"Liberty County, MT",993,959,34,3.4
30053,MT,"Lincoln County, MT","8,120","7,079","1,041",12.8
30055,MT,"McCone County, MT","1,097","1,071",26,2.4
30057,MT,"Madison County, MT","4,164","3,937",227,5.5
30059,MT,"Meagher County, MT",933,884,49,5.3
30061,MT,"Mineral County, MT","1,781","1,597",184,10.3
30063,MT,"Missoula County, MT","59,447","56,397","3,050",5.1
30065,MT,"Musselshell County, MT","2,377","2,259",118,5
30067,MT,"Park County, MT","8,016","7,513",503,6.3
30069,MT,"Petroleum County, MT",293,280,13,4.4
30071,MT,"Phillips County, MT","2,059","1,939",120,5.8
30073,MT,"Pondera County, MT","2,904","2,762",142,4.9
30075,MT,"Powder River County, MT","1,126","1,089",37,3.3
30077,MT,"Powell County, MT","2,948","2,786",162,5.5
30079,MT,"Prairie County, MT",521,498,23,4.4
30081,MT,"Ravalli County, MT","18,759","17,510","1,249",6.7
30083,MT,"Richland County, MT","7,078","6,895",183,2.6
30085,MT,"Roosevelt County, MT","4,925","4,657",268,5.4
30087,MT,"Rosebud County, MT","4,203","3,937",266,6.3
30089,MT,"Sanders County, MT","4,740","4,249",491,10.4
30091,MT,"Sheridan County, MT","2,174","2,114",60,2.8
30093,MT,"Silver Bow County, MT","17,190","16,262",928,5.4
30095,MT,"Stillwater County, MT","5,069","4,867",202,4
30097,MT,"Sweet Grass County, MT","1,770","1,705",65,3.7
30099,MT,"Teton County, MT","2,956","2,830",126,4.3
30101,MT,"Toole County, MT","2,389","2,298",91,3.8
30103,MT,"Treasure County, MT",355,339,16,4.5
30105,MT,"Valley County, MT","4,248","4,089",159,3.7
30107,MT,"Wheatland County, MT",826,775,51,6.2
30109,MT,"Wibaux County, MT",559,540,19,3.4
30111,MT,"Yellowstone County, MT","79,347","75,946","3,401",4.3
31000,NE,Nebraska,"1,014,830","977,464","37,366",3.7
31001,NE,"Adams County, NE","16,906","16,305",601,3.6
31003,NE,"Antelope County, NE","3,607","3,494",113,3.1
31005,NE,"Arthur County, NE",219,203,16,7.3
31007,NE,"Banner County, NE",435,416,19,4.4
31009,NE,"Blaine County, NE",272,258,14,5.1
31011,NE,"Boone County, NE","3,049","2,952",97,3.2
31013,NE,"Box Butte County, NE","5,967","5,742",225,3.8
31015,NE,"Boyd County, NE","1,125","1,087",38,3.4
31017,NE,"Brown County, NE","1,432","1,377",55,3.8
31019,NE,"Buffalo County, NE","27,351","26,486",865,3.2
31021,NE,"Burt County, NE","3,645","3,483",162,4.4
31023,NE,"Butler County, NE","4,775","4,617",158,3.3
31025,NE,"Cass County, NE","13,274","12,711",563,4.2
31027,NE,"Cedar County, NE","4,718","4,582",136,2.9
31029,NE,"Chase County, NE","2,399","2,343",56,2.3
31031,NE,"Cherry County, NE","3,480","3,386",94,2.7
31033,NE,"Cheyenne County, NE","5,801","5,641",160,2.8
31035,NE,"Clay County, NE","3,492","3,375",117,3.4
31037,NE,"Colfax County, NE","5,607","5,414",193,3.4
31039,NE,"Cuming County, NE","4,945","4,798",147,3
31041,NE,"Custer County, NE","6,143","5,976",167,2.7
31043,NE,"Dakota County, NE","11,174","10,661",513,4.6
31045,NE,"Dawes County, NE","5,411","5,221",190,3.5
31047,NE,"Dawson County, NE","13,230","12,737",493,3.7
31049,NE,"Deuel County, NE","1,130","1,093",37,3.3
31051,NE,"Dixon County, NE","3,112","2,998",114,3.7
31053,NE,"Dodge County, NE","19,192","18,403",789,4.1
31055,NE,"Douglas County, NE","285,565","273,993","11,572",4.1
31057,NE,"Dundy County, NE","1,300","1,265",35,2.7
31059,NE,"Fillmore County, NE","3,296","3,199",97,2.9
31061,NE,"Franklin County, NE","1,595","1,540",55,3.4
31063,NE,"Frontier County, NE","1,593","1,540",53,3.3
31065,NE,"Furnas County, NE","2,722","2,629",93,3.4
31067,NE,"Gage County, NE","11,088","10,590",498,4.5
31069,NE,"Garden County, NE","1,233","1,199",34,2.8
31071,NE,"Garfield County, NE","1,228","1,191",37,3
31073,NE,"Gosper County, NE","1,162","1,123",39,3.4
31075,NE,"Grant County, NE",419,405,14,3.3
31077,NE,"Greeley County, NE","1,296","1,252",44,3.4
31079,NE,"Hall County, NE","32,476","31,297","1,179",3.6
31081,NE,"Hamilton County, NE","4,838","4,687",151,3.1
31083,NE,"Harlan County, NE","1,857","1,801",56,3
31085,NE,"Hayes County, NE",645,624,21,3.3
31087,NE,"Hitchcock County, NE","1,359","1,305",54,4
31089,NE,"Holt County, NE","5,995","5,811",184,3.1
31091,NE,"Hooker County, NE",433,413,20,4.6
31093,NE,"Howard County, NE","3,413","3,291",122,3.6
31095,NE,"Jefferson County, NE","4,332","4,175",157,3.6
31097,NE,"Johnson County, NE","2,178","2,086",92,4.2
31099,NE,"Kearney County, NE","3,893","3,786",107,2.7
31101,NE,"Keith County, NE","4,697","4,532",165,3.5
31103,NE,"Keya Paha County, NE",609,589,20,3.3
31105,NE,"Kimball County, NE","2,192","2,121",71,3.2
31107,NE,"Knox County, NE","4,792","4,627",165,3.4
31109,NE,"Lancaster County, NE","168,376","162,683","5,693",3.4
31111,NE,"Lincoln County, NE","19,181","18,471",710,3.7
31113,NE,"Logan County, NE",502,486,16,3.2
31115,NE,"Loup County, NE",377,360,17,4.5
31117,NE,"McPherson County, NE",371,357,14,3.8
31119,NE,"Madison County, NE","19,293","18,634",659,3.4
31121,NE,"Merrick County, NE","4,195","4,043",152,3.6
31123,NE,"Morrill County, NE","2,746","2,660",86,3.1
31125,NE,"Nance County, NE","2,072","2,007",65,3.1
31127,NE,"Nemaha County, NE","3,810","3,624",186,4.9
31129,NE,"Nuckolls County, NE","2,450","2,373",77,3.1
31131,NE,"Otoe County, NE","8,409","8,058",351,4.2
31133,NE,"Pawnee County, NE","1,679","1,628",51,3
31135,NE,"Perkins County, NE","1,817","1,772",45,2.5
31137,NE,"Phelps County, NE","5,077","4,930",147,2.9
31139,NE,"Pierce County, NE","4,210","4,072",138,3.3
31141,NE,"Platte County, NE","17,693","17,093",600,3.4
31143,NE,"Polk County, NE","2,991","2,891",100,3.3
31145,NE,"Red Willow County, NE","6,418","6,233",185,2.9
31147,NE,"Richardson County, NE","4,351","4,160",191,4.4
31149,NE,"Rock County, NE",884,857,27,3.1
31151,NE,"Saline County, NE","7,374","7,067",307,4.2
31153,NE,"Sarpy County, NE","88,979","85,854","3,125",3.5
31155,NE,"Saunders County, NE","11,139","10,700",439,3.9
31157,NE,"Scotts Bluff County, NE","19,093","18,309",784,4.1
31159,NE,"Seward County, NE","8,992","8,668",324,3.6
31161,NE,"Sheridan County, NE","2,792","2,703",89,3.2
31163,NE,"Sherman County, NE","1,735","1,678",57,3.3
31165,NE,"Sioux County, NE",803,777,26,3.2
31167,NE,"Stanton County, NE","3,681","3,561",120,3.3
31169,NE,"Thayer County, NE","3,048","2,965",83,2.7
31171,NE,"Thomas County, NE",453,436,17,3.8
31173,NE,"Thurston County, NE","3,091","2,860",231,7.5
31175,NE,"Valley County, NE","2,136","2,067",69,3.2
31177,NE,"Washington County, NE","11,103","10,704",399,3.6
31179,NE,"Wayne County, NE","5,671","5,495",176,3.1
31181,NE,"Webster County, NE","1,741","1,675",66,3.8
31183,NE,"Wheeler County, NE",524,507,17,3.2
31185,NE,"York County, NE","7,481","7,218",263,3.5
32000,NV,Nevada,"1,370,727","1,234,021","136,706",10
32001,NV,"Churchill County, NV","10,832","9,768","1,064",9.8
32003,NV,"Clark County, NV","998,095","898,037","100,058",10
32005,NV,"Douglas County, NV","22,466","20,199","2,267",10.1
32007,NV,"Elko County, NV","28,506","26,670","1,836",6.4
32009,NV,"Esmeralda County, NV",537,510,27,5
32011,NV,"Eureka County, NV","1,080","1,012",68,6.3
32013,NV,"Humboldt County, NV","8,997","8,400",597,6.6
32015,NV,"Lander County, NV","3,488","3,221",267,7.7
32017,NV,"Lincoln County, NV","2,001","1,802",199,9.9
32019,NV,"Lyon County, NV","22,209","19,274","2,935",13.2
32021,NV,"Mineral County, NV","1,829","1,592",237,13
32023,NV,"Nye County, NV","16,244","14,199","2,045",12.6
32027,NV,"Pershing County, NV","2,598","2,357",241,9.3
32029,NV,"Storey County, NV","1,883","1,657",226,12
32031,NV,"Washoe County, NV","219,924","198,371","21,553",9.8
32033,NV,"White Pine County, NV","4,824","4,455",369,7.6
32510,NV,"Carson City, NV","25,214","22,498","2,716",10.8
33000,NH,New Hampshire,"743,036","704,023","39,013",5.3
33001,NH,"Belknap County, NH","32,066","30,410","1,656",5.2
33003,NH,"Carroll County, NH","24,485","23,245","1,240",5.1
33005,NH,"Cheshire County, NH","42,042","39,987","2,055",4.9
33007,NH,"Coos County, NH","15,969","14,971",998,6.2
33009,NH,"Grafton County, NH","48,468","46,354","2,114",4.4
33011,NH,"Hillsborough County, NH","228,331","215,685","12,646",5.5
33013,NH,"Merrimack County, NH","81,060","77,196","3,864",4.8
33015,NH,"Rockingham County, NH","176,160","166,282","9,878",5.6
33017,NH,"Strafford County, NH","70,314","66,776","3,538",5
33019,NH,"Sullivan County, NH","24,141","23,116","1,025",4.2
34000,NJ,New Jersey,"4,528,019","4,147,661","380,358",8.4
34001,NJ,"Atlantic County, NJ","136,972","120,654","16,318",11.9
34003,NJ,"Bergen County, NJ","479,683","446,896","32,787",6.8
34005,NJ,"Burlington County, NJ","231,309","213,110","18,199",7.9
34007,NJ,"Camden County, NJ","256,334","231,711","24,623",9.6
34009,NJ,"Cape May County, NJ","49,179","42,027","7,152",14.5
34011,NJ,"Cumberland County, NJ","69,373","61,064","8,309",12
34013,NJ,"Essex County, NJ","378,765","341,374","37,391",9.9
34015,NJ,"Gloucester County, NJ","149,276","135,537","13,739",9.2
34017,NJ,"Hudson County, NJ","358,333","329,624","28,709",8
34019,NJ,"Hunterdon County, NJ","66,324","62,370","3,954",6
34021,NJ,"Mercer County, NJ","193,723","179,370","14,353",7.4
34023,NJ,"Middlesex County, NJ","429,433","396,365","33,068",7.7
34025,NJ,"Monmouth County, NJ","326,755","301,616","25,139",7.7
34027,NJ,"Morris County, NJ","264,014","247,409","16,605",6.3
34029,NJ,"Ocean County, NJ","265,401","240,258","25,143",9.5
34031,NJ,"Passaic County, NJ","250,300","224,904","25,396",10.1
34033,NJ,"Salem County, NJ","31,648","28,280","3,368",10.6
34035,NJ,"Somerset County, NJ","174,044","162,793","11,251",6.5
34037,NJ,"Sussex County, NJ","79,129","72,728","6,401",8.1
34039,NJ,"Union County, NJ","280,457","256,494","23,963",8.5
34041,NJ,"Warren County, NJ","57,569","53,077","4,492",7.8
35000,NM,New Mexico,"929,410","865,207","64,203",6.9
35001,NM,"Bernalillo County, NM","321,539","300,844","20,695",6.4
35003,NM,"Catron County, NM","1,248","1,137",111,8.9
35005,NM,"Chaves County, NM","26,792","25,117","1,675",6.3
35006,NM,"Cibola County, NM","9,173","8,383",790,8.6
35007,NM,"Colfax County, NM","6,210","5,772",438,7.1
35009,NM,"Curry County, NM","21,556","20,457","1,099",5.1
35011,NM,"De Baca County, NM",814,777,37,4.5
35013,NM,"Dona Ana County, NM","94,284","87,259","7,025",7.5
35015,NM,"Eddy County, NM","27,837","26,565","1,272",4.6
35017,NM,"Grant County, NM","12,919","12,048",871,6.7
35019,NM,"Guadalupe County, NM","1,641","1,499",142,8.7
35021,NM,"Harding County, NM",286,271,15,5.2
35023,NM,"Hidalgo County, NM","2,187","2,023",164,7.5
35025,NM,"Lea County, NM","29,488","28,173","1,315",4.5
35027,NM,"Lincoln County, NM","8,858","8,290",568,6.4
35028,NM,"Los Alamos County, NM","8,673","8,308",365,4.2
35029,NM,"Luna County, NM","11,362","9,210","2,152",18.9
35031,NM,"McKinley County, NM","24,447","21,984","2,463",10.1
35033,NM,"Mora County, NM","2,267","2,003",264,11.6
35035,NM,"Otero County, NM","25,397","23,784","1,613",6.4
35037,NM,"Quay County, NM","3,326","3,085",241,7.2
35039,NM,"Rio Arriba County, NM","16,738","15,148","1,590",9.5
35041,NM,"Roosevelt County, NM","8,392","7,926",466,5.6
35043,NM,"Sandoval County, NM","60,938","56,417","4,521",7.4
35045,NM,"San Juan County, NM","54,873","51,165","3,708",6.8
35047,NM,"San Miguel County, NM","11,155","10,230",925,8.3
35049,NM,"Santa Fe County, NM","73,660","69,565","4,095",5.6
35051,NM,"Sierra County, NM","4,013","3,623",390,9.7
35053,NM,"Socorro County, NM","6,652","6,163",489,7.4
35055,NM,"Taos County, NM","15,135","13,577","1,558",10.3
35057,NM,"Torrance County, NM","5,629","5,056",573,10.2
35059,NM,"Union County, NM","1,876","1,790",86,4.6
35061,NM,"Valencia County, NM","30,046","27,560","2,486",8.3
36000,NY,New York,"9,632,949","8,880,792","752,157",7.8
36001,NY,"Albany County, NY","160,574","150,583","9,991",6.2
36003,NY,"Allegany County, NY","23,773","21,945","1,828",7.7
36005,NY,"Bronx County, NY","600,525","530,049","70,476",11.7
36007,NY,"Broome County, NY","91,828","84,512","7,316",8
36009,NY,"Cattaraugus County, NY","38,072","34,742","3,330",8.7
36011,NY,"Cayuga County, NY","38,810","35,875","2,935",7.6
36013,NY,"Chautauqua County, NY","60,159","55,211","4,948",8.2
36015,NY,"Chemung County, NY","39,572","36,364","3,208",8.1
36017,NY,"Chenango County, NY","24,071","22,265","1,806",7.5
36019,NY,"Clinton County, NY","37,145","33,977","3,168",8.5
36021,NY,"Columbia County, NY","31,801","29,841","1,960",6.2
36023,NY,"Cortland County, NY","24,285","22,356","1,929",7.9
36025,NY,"Delaware County, NY","21,030","19,333","1,697",8.1
36027,NY,"Dutchess County, NY","145,403","135,453","9,950",6.8
36029,NY,"Erie County, NY","459,781","424,800","34,981",7.6
36031,NY,"Essex County, NY","18,095","16,561","1,534",8.5
36033,NY,"Franklin County, NY","21,529","19,578","1,951",9.1
36035,NY,"Fulton County, NY","24,724","22,323","2,401",9.7
36037,NY,"Genesee County, NY","30,500","28,357","2,143",7
36039,NY,"Greene County, NY","21,339","19,422","1,917",9
36041,NY,"Hamilton County, NY","2,430","2,191",239,9.8
36043,NY,"Herkimer County, NY","29,975","27,569","2,406",8
36045,NY,"Jefferson County, NY","48,298","43,729","4,569",9.5
36047,NY,"Kings County, NY","1,206,307","1,093,739","112,568",9.3
36049,NY,"Lewis County, NY","12,239","11,052","1,187",9.7
36051,NY,"Livingston County, NY","31,843","29,547","2,296",7.2
36053,NY,"Madison County, NY","34,385","31,702","2,683",7.8
36055,NY,"Monroe County, NY","374,202","347,423","26,779",7.2
36057,NY,"Montgomery County, NY","23,163","20,982","2,181",9.4
36059,NY,"Nassau County, NY","696,036","653,821","42,215",6.1
36061,NY,"New York County, NY","900,600","833,170","67,430",7.5
36063,NY,"Niagara County, NY","104,967","95,856","9,111",8.7
36065,NY,"Oneida County, NY","107,128","98,964","8,164",7.6
36067,NY,"Onondaga County, NY","231,423","215,189","16,234",7
36069,NY,"Ontario County, NY","55,834","52,231","3,603",6.5
36071,NY,"Orange County, NY","178,723","166,198","12,525",7
36073,NY,"Orleans County, NY","18,699","16,956","1,743",9.3
36075,NY,"Oswego County, NY","57,193","51,407","5,786",10.1
36077,NY,"Otsego County, NY","31,094","28,920","2,174",7
36079,NY,"Putnam County, NY","51,300","48,099","3,201",6.2
36081,NY,"Queens County, NY","1,137,783","1,049,995","87,788",7.7
36083,NY,"Rensselaer County, NY","83,391","77,684","5,707",6.8
36085,NY,"Richmond County, NY","220,021","200,334","19,687",8.9
36087,NY,"Rockland County, NY","150,571","140,889","9,682",6.4
36089,NY,"St. Lawrence County, NY","48,468","43,931","4,537",9.4
36091,NY,"Saratoga County, NY","117,926","110,894","7,032",6
36093,NY,"Schenectady County, NY","77,957","72,602","5,355",6.9
36095,NY,"Schoharie County, NY","15,287","14,013","1,274",8.3
36097,NY,"Schuyler County, NY","8,873","8,073",800,9
36099,NY,"Seneca County, NY","15,901","14,770","1,131",7.1
36101,NY,"Steuben County, NY","45,649","41,698","3,951",8.7
36103,NY,"Suffolk County, NY","780,519","727,742","52,777",6.8
36105,NY,"Sullivan County, NY","34,561","31,677","2,884",8.3
36107,NY,"Tioga County, NY","24,943","23,121","1,822",7.3
36109,NY,"Tompkins County, NY","55,830","52,848","2,982",5.3
36111,NY,"Ulster County, NY","90,249","83,635","6,614",7.3
36113,NY,"Warren County, NY","33,115","30,340","2,775",8.4
36115,NY,"Washington County, NY","29,383","27,135","2,248",7.7
36117,NY,"Wayne County, NY","45,916","42,348","3,568",7.8
36119,NY,"Westchester County, NY","476,999","446,382","30,617",6.4
36121,NY,"Wyoming County, NY","18,800","17,272","1,528",8.1
36123,NY,"Yates County, NY","11,961","11,122",839,7
37000,NC,North Carolina,"4,701,391","4,336,379","365,012",7.8
37001,NC,"Alamance County, NC","77,398","71,939","5,459",7.1
37003,NC,"Alexander County, NC","17,513","16,189","1,324",7.6
37005,NC,"Alleghany County, NC","4,425","4,047",378,8.5
37007,NC,"Anson County, NC","10,934","9,928","1,006",9.2
37009,NC,"Ashe County, NC","12,877","11,725","1,152",8.9
37011,NC,"Avery County, NC","7,699","7,029",670,8.7
37013,NC,"Beaufort County, NC","20,483","18,592","1,891",9.2
37015,NC,"Bertie County, NC","8,470","7,641",829,9.8
37017,NC,"Bladen County, NC","14,356","12,746","1,610",11.2
37019,NC,"Brunswick County, NC","47,749","43,204","4,545",9.5
37021,NC,"Buncombe County, NC","127,980","120,533","7,447",5.8
37023,NC,"Burke County, NC","40,173","36,937","3,236",8.1
37025,NC,"Cabarrus County, NC","92,401","85,569","6,832",7.4
37027,NC,"Caldwell County, NC","36,422","33,027","3,395",9.3
37029,NC,"Camden County, NC","4,531","4,218",313,6.9
37031,NC,"Carteret County, NC","31,237","28,867","2,370",7.6
37033,NC,"Caswell County, NC","9,873","9,009",864,8.8
37035,NC,"Catawba County, NC","76,133","69,845","6,288",8.3
37037,NC,"Chatham County, NC","31,632","29,700","1,932",6.1
37039,NC,"Cherokee County, NC","11,281","10,269","1,012",9
37041,NC,"Chowan County, NC","5,728","5,180",548,9.6
37043,NC,"Clay County, NC","4,061","3,715",346,8.5
37045,NC,"Cleveland County, NC","46,592","42,291","4,301",9.2
37047,NC,"Columbus County, NC","24,109","21,695","2,414",10
37049,NC,"Craven County, NC","41,528","38,026","3,502",8.4
37051,NC,"Cumberland County, NC","130,999","118,696","12,303",9.4
37053,NC,"Currituck County, NC","12,628","11,660",968,7.7
37055,NC,"Dare County, NC","20,555","18,323","2,232",10.9
37057,NC,"Davidson County, NC","79,435","73,107","6,328",8
37059,NC,"Davie County, NC","20,000","18,542","1,458",7.3
37061,NC,"Duplin County, NC","26,494","24,439","2,055",7.8
37063,NC,"Durham County, NC","150,701","141,530","9,171",6.1
37065,NC,"Edgecombe County, NC","23,964","20,937","3,027",12.6
37067,NC,"Forsyth County, NC","177,824","164,762","13,062",7.3
37069,NC,"Franklin County, NC","28,284","26,014","2,270",8
37071,NC,"Gaston County, NC","100,951","92,165","8,786",8.7
37073,NC,"Gates County, NC","5,266","4,910",356,6.8
37075,NC,"Graham County, NC","3,517","2,993",524,14.9
37077,NC,"Granville County, NC","28,396","26,507","1,889",6.7
37079,NC,"Greene County, NC","9,426","8,705",721,7.6
37081,NC,"Guilford County, NC","255,657","235,225","20,432",8
37083,NC,"Halifax County, NC","21,772","19,276","2,496",11.5
37085,NC,"Harnett County, NC","49,742","45,276","4,466",9
37087,NC,"Haywood County, NC","27,641","25,536","2,105",7.6
37089,NC,"Henderson County, NC","49,173","46,201","2,972",6
37091,NC,"Hertford County, NC","9,515","8,646",869,9.1
37093,NC,"Hoke County, NC","19,778","17,883","1,895",9.6
37095,NC,"Hyde County, NC","2,164","1,919",245,11.3
37097,NC,"Iredell County, NC","79,556","73,084","6,472",8.1
37099,NC,"Jackson County, NC","18,456","16,875","1,581",8.6
37101,NC,"Johnston County, NC","84,615","78,785","5,830",6.9
37103,NC,"Jones County, NC","4,547","4,174",373,8.2
37105,NC,"Lee County, NC","26,107","23,532","2,575",9.9
37107,NC,"Lenoir County, NC","28,544","26,133","2,411",8.4
37109,NC,"Lincoln County, NC","39,944","36,739","3,205",8
37111,NC,"McDowell County, NC","20,459","18,672","1,787",8.7
37113,NC,"Macon County, NC","15,229","13,871","1,358",8.9
37115,NC,"Madison County, NC","9,504","8,747",757,8
37117,NC,"Martin County, NC","10,116","9,087","1,029",10.2
37119,NC,"Mecklenburg County, NC","538,164","498,854","39,310",7.3
37121,NC,"Mitchell County, NC","6,679","5,961",718,10.8
37123,NC,"Montgomery County, NC","11,699","10,757",942,8.1
37125,NC,"Moore County, NC","37,972","35,104","2,868",7.6
37127,NC,"Nash County, NC","45,378","40,816","4,562",10.1
37129,NC,"New Hanover County, NC","109,725","101,673","8,052",7.3
37131,NC,"Northampton County, NC","8,168","7,375",793,9.7
37133,NC,"Onslow County, NC","64,175","59,787","4,388",6.8
37135,NC,"Orange County, NC","72,832","69,076","3,756",5.2
37137,NC,"Pamlico County, NC","5,339","4,903",436,8.2
37139,NC,"Pasquotank County, NC","17,696","16,041","1,655",9.4
37141,NC,"Pender County, NC","25,062","22,861","2,201",8.8
37143,NC,"Perquimans County, NC","5,230","4,743",487,9.3
37145,NC,"Person County, NC","18,310","16,515","1,795",9.8
37147,NC,"Pitt County, NC","88,034","81,135","6,899",7.8
37149,NC,"Polk County, NC","8,686","8,126",560,6.4
37151,NC,"Randolph County, NC","68,069","62,344","5,725",8.4
37153,NC,"Richmond County, NC","17,446","15,451","1,995",11.4
37155,NC,"Robeson County, NC","52,139","46,133","6,006",11.5
37157,NC,"Rockingham County, NC","42,210","38,236","3,974",9.4
37159,NC,"Rowan County, NC","62,906","57,235","5,671",9
37161,NC,"Rutherford County, NC","25,961","23,137","2,824",10.9
37163,NC,"Sampson County, NC","29,714","27,381","2,333",7.9
37165,NC,"Scotland County, NC","12,242","10,448","1,794",14.7
37167,NC,"Stanly County, NC","28,907","26,610","2,297",7.9
37169,NC,"Stokes County, NC","22,222","20,524","1,698",7.6
37171,NC,"Surry County, NC","33,339","30,636","2,703",8.1
37173,NC,"Swain County, NC","6,607","5,807",800,12.1
37175,NC,"Transylvania County, NC","13,427","12,458",969,7.2
37177,NC,"Tyrrell County, NC","1,563","1,366",197,12.6
37179,NC,"Union County, NC","105,927","99,180","6,747",6.4
37181,NC,"Vance County, NC","18,140","16,114","2,026",11.2
37183,NC,"Wake County, NC","512,481","482,605","29,876",5.8
37185,NC,"Warren County, NC","7,307","6,529",778,10.6
37187,NC,"Washington County, NC","5,303","4,660",643,12.1
37189,NC,"Watauga County, NC","27,019","25,339","1,680",6.2
37191,NC,"Wayne County, NC","54,876","50,734","4,142",7.5
37193,NC,"Wilkes County, NC","30,000","27,393","2,607",8.7
37195,NC,"Wilson County, NC","38,163","33,805","4,358",11.4
37197,NC,"Yadkin County, NC","17,916","16,567","1,349",7.5
37199,NC,"Yancey County, NC","7,821","7,094",727,9.3
38000,ND,North Dakota,"401,518","389,928","11,590",2.9
38001,ND,"Adams County, ND","1,097","1,070",27,2.5
38003,ND,"Barnes County, ND","5,646","5,467",179,3.2
38005,ND,"Benson County, ND","2,518","2,328",190,7.5
38007,ND,"Billings County, ND",469,456,13,2.8
38009,ND,"Bottineau County, ND","3,222","3,098",124,3.8
38011,ND,"Bowman County, ND","1,975","1,936",39,2
38013,ND,"Burke County, ND","1,372","1,342",30,2.2
38015,ND,"Burleigh County, ND","46,801","45,644","1,157",2.5
38017,ND,"Cass County, ND","90,391","87,915","2,476",2.7
38019,ND,"Cavalier County, ND","2,053","1,986",67,3.3
38021,ND,"Dickey County, ND","2,631","2,570",61,2.3
38023,ND,"Divide County, ND","1,753","1,729",24,1.4
38025,ND,"Dunn County, ND","4,060","4,003",57,1.4
38027,ND,"Eddy County, ND","1,256","1,181",75,6
38029,ND,"Emmons County, ND","1,572","1,489",83,5.3
38031,ND,"Foster County, ND","1,615","1,560",55,3.4
38033,ND,"Golden Valley County, ND",961,940,21,2.2
38035,ND,"Grand Forks County, ND","36,788","35,675","1,113",3
38037,ND,"Grant County, ND","1,261","1,224",37,2.9
38039,ND,"Griggs County, ND","1,189","1,161",28,2.4
38041,ND,"Hettinger County, ND","1,463","1,424",39,2.7
38043,ND,"Kidder County, ND","1,241","1,183",58,4.7
38045,ND,"LaMoure County, ND","2,212","2,162",50,2.3
38047,ND,"Logan County, ND",908,880,28,3.1
38049,ND,"McHenry County, ND","3,253","3,119",134,4.1
38051,ND,"McIntosh County, ND","1,236","1,199",37,3
38053,ND,"McKenzie County, ND","7,473","7,362",111,1.5
38055,ND,"McLean County, ND","4,769","4,570",199,4.2
38057,ND,"Mercer County, ND","4,122","3,933",189,4.6
38059,ND,"Morton County, ND","15,598","15,085",513,3.3
38061,ND,"Mountrail County, ND","7,916","7,795",121,1.5
38063,ND,"Nelson County, ND","1,537","1,471",66,4.3
38065,ND,"Oliver County, ND",882,828,54,6.1
38067,ND,"Pembina County, ND","3,585","3,369",216,6
38069,ND,"Pierce County, ND","1,809","1,733",76,4.2
38071,ND,"Ramsey County, ND","5,686","5,473",213,3.7
38073,ND,"Ransom County, ND","2,735","2,657",78,2.9
38075,ND,"Renville County, ND","1,388","1,354",34,2.4
38077,ND,"Richland County, ND","8,481","8,197",284,3.3
38079,ND,"Rolette County, ND","4,837","4,243",594,12.3
38081,ND,"Sargent County, ND","2,115","2,062",53,2.5
38083,ND,"Sheridan County, ND",709,681,28,3.9
38085,ND,"Sioux County, ND","1,300","1,240",60,4.6
38087,ND,"Slope County, ND",517,506,11,2.1
38089,ND,"Stark County, ND","19,255","18,931",324,1.7
38091,ND,"Steele County, ND","1,030","1,005",25,2.4
38093,ND,"Stutsman County, ND","10,382","10,059",323,3.1
38095,ND,"Towner County, ND","1,200","1,154",46,3.8
38097,ND,"Traill County, ND","4,450","4,322",128,2.9
38099,ND,"Walsh County, ND","5,561","5,287",274,4.9
38101,ND,"Ward County, ND","34,096","33,178",918,2.7
38103,ND,"Wells County, ND","2,188","2,094",94,4.3
38105,ND,"Williams County, ND","28,948","28,593",355,1.2
39000,OH,Ohio,"5,706,777","5,281,459","425,318",7.5
39001,OH,"Adams County, OH","10,684","9,329","1,355",12.7
39003,OH,"Allen County, OH","49,437","45,572","3,865",7.8
39005,OH,"Ashland County, OH","25,506","23,448","2,058",8.1
